food_name,province,tp_group,kcal_group,kcal_100g,n_samples,std_kcal
Bor Söğürmesi,Niğde,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Ordu Sakarca Mıhlaması,Ordu,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Mesudiye Kuru Ekmeği / Mesudiye Goliti,Ordu,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Gürgentepe Çakıldak Fındığı,Ordu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Gürgentepe Çoban Fasulyesi,Ordu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Kabataş Helvası,Ordu,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Ordu Taflan Turşusu,Ordu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Ordu Zeytinyağlı Karalahana Sarması / Ordu Zeytinyağlı Pancar Sarması,Ordu,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Ordu Melocan Kavurması,Ordu,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Ordu Yayla Pancarı Turşusu / Ordu Dürme Turşusu,Ordu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Ordu Fındıklı Burma Tatlısı,Ordu,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Ordu Pancar Çorbası / Ordu Karalahana Çorbası,Ordu,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Ordu Fırın Fasulyesi Kavurması,Ordu,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Ordu Galdirik Kavurması,Ordu,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Ünye İzabella Üzüm Suyu,Ordu,Alkolsüz içecekler,soft içecekler,72.57142857142857,7,92.75569549962442
Ordu Perşembe Ceviz Helvası,Ordu,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Ordu Kivisi,Ordu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Ordu İçli Tava,Ordu,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Ordu Fındık Tirmidi Kavurması,Ordu,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Yalıköy Köftesi,Ordu,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Akkuş Şeker Fasulyesi,Ordu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Ordu Pidesi / Ordu Yağlısı,Ordu,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Ordu Tostu,Ordu,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Osmaniye Yoğurtlu Kömbesi,Osmaniye,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Kadirli Turpu,Osmaniye,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Osmaniye Zorkun Tava,Osmaniye,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Osmaniye Bayram Kömbesi,Osmaniye,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Osmaniye Yer Fıstığı,Osmaniye,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Rize Çayı,Rize,Diğer ürünler,diğer,356.8,15,145.07791010350266
Çayeli Koloti Peyniri,Rize,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Anzer Balı,Rize,Bal,bal,326.0,2,1.4142135623730951
Rize Simidi,Rize,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Ayder Balı,Rize,Bal,bal,326.0,2,1.4142135623730951
Derepazarı Pidesi,Rize,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Rize Baston Ekmek,Rize,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Çayeli Kuru Fasulye Yemeği,Rize,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Rize Enişte Lokumu,Rize,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Rize Muhlaması,Rize,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Rize Kokulu Üzümü,Rize,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Rize Kavurması,Rize,İşlenmiş ve işlenmemiş et ürünleri,işlenmiş et,251.875,8,127.37283574496678
Rize Pepeçurası,Rize,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Rize Etli Kara Lahana Sarması,Rize,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Karapürçek Cennet Hurması Pekmezi,Sakarya,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Geyve Ayvası,Sakarya,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Sakarya Abaza Acıkası,Sakarya,"Yiyecekler için çeşni / lezzet vericiler, soslar ve tuz",yiyecekler için çeşni,211.66666666666666,9,142.38328553590833
Kocaali Hurma Kurusu,Sakarya,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Adapazarı Dartılı Keşkek,Sakarya,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Adapazarı Beyaz Kestane Kabağı,Sakarya,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Sapanca Cevizi,Sakarya,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Adapazarı Kabak Tatlısı,Sakarya,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Taraklı Uğut Tatlısı,Sakarya,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Taraklı Enginarı,Sakarya,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Pamukova Kavunu,Sakarya,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Pamukova Ceviz Ezmesi,Sakarya,"Çikolata, şekerleme ve türevi ürünler",çikolata/şeker,395.75,8,95.46839417165393
Sakarya Kazımpaşa Köftesi,Sakarya,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Adapazarı Islama Köftesi,Sakarya,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Sakarya Üre Tatlısı,Sakarya,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Kocaali Çamdağı Kestane Balı,Sakarya,Bal,bal,326.0,2,1.4142135623730951
Sakarya Abhaz (Abaza) Peyniri,Sakarya,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Çarşamba Kıvratması,Samsun,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Bafra Pidesi,Samsun,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Bafra Nokulu,Samsun,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Terme Pidesi,Samsun,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Bafra Kaymaklı Lokum,Samsun,"Çikolata, şekerleme ve türevi ürünler",çikolata/şeker,395.75,8,95.46839417165393
Çarşamba Keşkeği,Samsun,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Samsun Simidi,Samsun,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Samsun Kaz Tiridi,Samsun,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Salıpazarı Kestane Balı,Samsun,Bal,bal,326.0,2,1.4142135623730951
Yakakent Mantısı,Samsun,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Çarşamba Pidesi,Samsun,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Çakallı Menemeni,Samsun,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Siirt Büryan Kebabı,Siirt,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Siirt Gebole Tatlısı,Siirt,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Pervari Balı,Siirt,Bal,bal,326.0,2,1.4142135623730951
Siirt Kuru Ekmeği,Siirt,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Siirt Perde Pilavı,Siirt,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Siirt İçli Köftesi / Siirt Kiteli,Siirt,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Tillo Heriresi,Siirt,"Çikolata, şekerleme ve türevi ürünler",çikolata/şeker,395.75,8,95.46839417165393
Siirt Fıstığı,Siirt,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Sinop Nokulu,Sinop,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Sinop Mantısı,Sinop,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Sinop Lakerdası,Sinop,İşlenmiş ve işlenmemiş et ürünleri,işlenmiş et,251.875,8,127.37283574496678
Sinop Kestane Balı,Sinop,Bal,bal,326.0,2,1.4142135623730951
Boyabat Sırık Kebabı,Sinop,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Boyabat Gazidere Domatesi,Sinop,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Koyulhisar Domatesi,Sivas,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Gemerek Gilaburusu,Sivas,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Suşehri Kuru Fasulyesi,Sivas,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Sivas Pastırması,Sivas,İşlenmiş ve işlenmemiş et ürünleri,işlenmiş et,251.875,8,127.37283574496678
Tonus Köftesi,Sivas,İşlenmiş ve işlenmemiş et ürünleri,işlenmiş et,251.875,8,127.37283574496678
Ulaş Etli Pidesi,Sivas,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Gürün Dut Pekmezi,Sivas,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Zara Sac Ekmeği,Sivas,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Zara Balı,Sivas,Bal,bal,326.0,2,1.4142135623730951
Sivas Katmeri,Sivas,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Sivas Köftesi,Sivas,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Sivas Pezik Turşusu / Sivas Pezik Dal Turşusu,Sivas,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Divriği Pilavı /Alatlı Pilavı,Sivas,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Ulaş Yaprak Döneri,Sivas,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Seymen Kavunu,Tekirdağ,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Küçükyoncalı Keşkeği,Tekirdağ,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Tekirdağ Peynir Helvası,Tekirdağ,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Hayrabolu Çerkezmüsellim Köftesi / Hayrabolu Çerkezmüsellim Pabuç Köftesi,Tekirdağ,İşlenmiş ve işlenmemiş et ürünleri,işlenmiş et,251.875,8,127.37283574496678
Çorlu Kuzu Ciğer Sarma,Tekirdağ,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Hayrabolu Tatlısı,Tekirdağ,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Malkara Eski Kaşar Peyniri,Tekirdağ,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Velimeşe Bozası,Tekirdağ,Alkolsüz içecekler,soft içecekler,72.57142857142857,7,92.75569549962442
Tekirdağ Soğanı,Tekirdağ,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Tekirdağ Köftesi,Tekirdağ,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Tekirdağ Bulama,Tekirdağ,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Tekirdağ Yapıncak Salamura Asma Yaprağı,Tekirdağ,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Tokat Kebabı,Tokat,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Erbaa Katmeri,Tokat,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Zile Pekmezi,Tokat,"Çikolata, şekerleme ve türevi ürünler",çikolata/şeker,395.75,8,95.46839417165393
Tokat Narince Salamura Asma Yaprağı,Tokat,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Tokat Ekmeği,Tokat,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Zile Kömesi,Tokat,"Çikolata, şekerleme ve türevi ürünler",çikolata/şeker,395.75,8,95.46839417165393
Tokat Yağlısı,Tokat,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Tokat Üzüm Tarhanası,Tokat,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Erbaa Narince Bağ Yaprağı,Tokat,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Tokat Karayaka Kuzu Eti,Tokat,İşlenmiş ve işlenmemiş et ürünleri,işlenmiş et,251.875,8,127.37283574496678
Turhal Yoğurtmacı,Tokat,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Tokat Bez Sucuk,Tokat,İşlenmiş ve işlenmemiş et ürünleri,işlenmiş et,251.875,8,127.37283574496678
Niksar Cevizi,Tokat,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Reşadiye Kırmızı Pezik Turşusu,Tokat,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Tokat Çöreği,Tokat,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Akçaabat Köftesi,Trabzon,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Hamsiköy Sütlacı,Trabzon,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Vakfıkebir Ekmeği,Trabzon,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Vakfıkebir Külek Peyniri,Trabzon,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Trabzon Kuymağı,Trabzon,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Arsin Foşa Fındığı,Trabzon,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Yomra Elması,Trabzon,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Sürmene Pidesi,Trabzon,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Tunceli Şorbik Çorbası,Tunceli,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Tunceli Sarımsağı,Tunceli,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Munzur Balı,Tunceli,Bal,bal,326.0,2,1.4142135623730951
Çemişgezek Ulukale Dutu,Tunceli,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Türk Rakısı,Türkiye,Biralar ve diğer alkollü içkiler,alkoller,190.0,3,100.6429331846007
Geleneksel Türk Kayısı Likörü,Türkiye,Biralar ve diğer alkollü içkiler,alkoller,190.0,3,100.6429331846007
Türk Defnesi,Türkiye,"Yiyecekler için çeşni / lezzet vericiler, soslar ve tuz",yiyecekler için çeşni,211.66666666666666,9,142.38328553590833
Geleneksel Türk Çilek Likörü,Türkiye,Biralar ve diğer alkollü içkiler,alkoller,190.0,3,100.6429331846007
Geleneksel Türk Gül Likörü,Türkiye,Biralar ve diğer alkollü içkiler,alkoller,190.0,3,100.6429331846007
Geleneksel Türk Ahududu Likörü,Türkiye,Biralar ve diğer alkollü içkiler,alkoller,190.0,3,100.6429331846007
Rakı,Türkiye,Biralar ve diğer alkollü içkiler,alkoller,190.0,3,100.6429331846007
Geleneksel Türk Vişne Likörü,Türkiye,Biralar ve diğer alkollü içkiler,alkoller,190.0,3,100.6429331846007
Uşak Haşhaş Ezmesi,Uşak,Diğer ürünler,diğer,356.8,15,145.07791010350266
Uşak Helvası,Uşak,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Uşak Gelin Helvası / Uşak Gelin Tatlısı,Uşak,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Karahallı Ciğeri,Uşak,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Uşak Ulubey Zini Hamursuzu,Uşak,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Uşak Tarhanası,Uşak,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Karahallı Kavunu,Uşak,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Uşak Baklavası,Uşak,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Van Kürt Köftesi,Van,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Çatak Cevizi,Van,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Gevaş Fasulyesi,Van,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Tandırda Van Balığı / Tandırda Van İnci Kefali,Van,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Van Pastası,Van,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Van Tava Yemeği,Van,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Sıhke Kavunu,Van,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Van Keledoşu,Van,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Van Sengeseri,Van,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Van Otlu Peyniri,Van,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Bahçesaray Cevizi,Van,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Van Helise Yemeği,Van,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Van Kahvaltısı,Van,Diğer ürünler,diğer,356.8,15,145.07791010350266
Van Gül Reçeli,Van,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Van Gölü İnci Kefali,Van,İşlenmiş ve işlenmemiş et ürünleri,işlenmiş et,251.875,8,127.37283574496678
Van Erişte Aşı,Van,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Van Ayran Aşı,Van,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Van Acem Köftesi,Van,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Erciş Üzümü,Van,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Erciş Lahanası,Van,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Murtuğa,Van,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Van Kavut,Van,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Yalova Kestane Balı,Yalova,Bal,bal,326.0,2,1.4142135623730951
Yalova Aronyası,Yalova,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Yalova Kivisi,Yalova,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Akdağmadeni Salebi,Yozgat,Diğer ürünler,diğer,356.8,15,145.07791010350266
Yozgat Arabaşısı,Yozgat,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Yozgat Çanak Peyniri,Yozgat,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Yozgat Aydıncık Bağrıbütün Kavunu,Yozgat,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Yozgat Desti Kebabı,Yozgat,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Yozgat Parmak Çöreği,Yozgat,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Yozgat Tandır Kebabı,Yozgat,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Sorgun Yağlısı,Yozgat,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Gorgonzola,Yurtdışı,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Scotch Whisky (İskoç Viskisi),Yurtdışı,Biralar ve diğer alkollü içkiler,alkoller,190.0,3,100.6429331846007
Zivania / Zivaniya,Yurtdışı,Biralar ve diğer alkollü içkiler,alkoller,190.0,3,100.6429331846007
Grana Padano,Yurtdışı,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Douro,Yurtdışı,Biralar ve diğer alkollü içkiler,alkoller,190.0,3,100.6429331846007
Champagne,Yurtdışı,Biralar ve diğer alkollü içkiler,alkoller,190.0,3,100.6429331846007
Hellim / Halloumi,Yurtdışı,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Cognac,Yurtdışı,Biralar ve diğer alkollü içkiler,alkoller,190.0,3,100.6429331846007
Parmigiano Reggiano (Parmesan Peyniri),Yurtdışı,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Prosciutto Di Parma (Parma Ham / Parma Jambonu),Yurtdışı,İşlenmiş ve işlenmemiş et ürünleri,işlenmiş et,251.875,8,127.37283574496678
Karadeniz Ereğli Osmanlı Çileği,Zonguldak,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Zonguldak Malay Yemeği,Zonguldak,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Çaycuma Manda Yoğurdu,Zonguldak,Peynirler ve tereyağı dışında kalan süt ürünleri,süt ürünleri,398.0,3,269.56817319557587
Devrek Kömeci/Devrek Cevizli Kömeci,Zonguldak,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
